mail	birthdate	registration	blood_group	company	username	user_id	ssn	residence	name	job	current_location	station_ID
ianpereira@yahoo.com.br		26 May 2021	B+	Cardoso	ana-laura39	1278	25719843655		Marcela Moraes		(Decimal('-58.6867755'), Decimal('-78.004516'))	253
edwardnorris@hotmail.com		2018-12-15	O+	Walters-Davis	pattonchristina	1779	838-88-6359		Patrick Jackson	Location manager	(Decimal('45.266948'), Decimal('45.034994'))	116
korbinian75@web.de	1972-09-18	2019/06/05	AB-	Kraushaar Kraus AG	bschmidt	1555	492-33-7556		Edgar Reichmann		(Decimal('-43.615472'), Decimal('-105.987514'))	197
usuzuki@hotmail.com		09 Nov 2020	A-	合同会社藤田食品	ryoheiyamada	724	570-88-2593		鈴木 洋介		(Decimal('68.848636'), Decimal('-144.771277'))	210
joseph39@gmail.com		2023-03-28	AB-	Young PLC	kelsey51	1181	314-35-4597		Richard Thompson		(Decimal('-81.850659'), Decimal('55.560787'))	187
manabu33@gmail.com		2025/03/03	AB-	佐々木水産株式会社	vito	1603	820-33-0023		林 智也		(Decimal('18.054823'), Decimal('156.904403'))	121
hrocha@uol.com.br	1994-10-08	2024/09/04	B+	Vieira - EI	larissa09	1770	57398412088		Isaque da Costa		(Decimal('-54.3769015'), Decimal('-147.943323'))	248
pierpaolo93@virgilio.it		09/01/2019, 00:00:00	O+	Bacosi e figli	iniscoromni	1876	CPNCNT48D26G338B		Hugo Fantozzi		(Decimal('49.484195'), Decimal('-112.268000'))	438
barrettrobin@yahoo.com		23 Aug 2023	A-	Gibson-Ramirez	ywhite	1952	136-89-8791		John Collins		(Decimal('73.7135085'), Decimal('54.899838'))	526
yoshidaakira@yahoo.com		2022/01/25	AB+	佐藤印刷有限会社	jun83	994	038-60-4955		高橋 知実	音楽家	(Decimal('22.2771665'), Decimal('-47.808929'))	367
akemi81@gmail.com		12/30/2023, 00:00:00	B+	林ガス株式会社	hanako57	823	638-80-6665		前田 千代		(Decimal('-84.582787'), Decimal('-76.260144'))	398
condoleoclaudia@hotmail.com		23 Aug 2024	O+	Leoncavallo, Liverotti e Canevascini Group	grazianopagliaro	582	GLZDNL91E07B802A		Rosalia Pasqua		(Decimal('-27.2098585'), Decimal('-36.255974'))	266
pkimura@hotmail.com	1954-06-18	09 Feb 2019	B+	遠藤電気合同会社	cinoue	810	832-16-5603		岡田 真綾		(Decimal('-47.880626'), Decimal('116.987732'))	48
adelefornaciari@tim.it		07 Jun 2022	B+	Onisto, Raimondi e Maspero s.r.l.	flavio43	1136	GMTVLR12P11H184J		Ansaldo Grisoni	Doctor, general practice	(Decimal('5.8837175'), Decimal('-82.448877'))	488
kkobayashi@gmail.com	2000-02-18	2023/07/19	AB-	株式会社高橋印刷	yukikondo	513	430-36-2825		藤原 千代			395
xmoraes@yahoo.com.br	1987-12-01	04 May 2022	AB-	Costela	mnogueira	1631	70841625344		Milena Teixeira		(Decimal('8.0124375'), Decimal('140.383786'))	356
omiller@hotmail.com	2020-01-22	27 Aug 2021	B-	Alexander Group	joseph32	1987	003-42-4555		Kelly Williams		(Decimal('74.124961'), Decimal('92.027404'))	196
calogero29@virgilio.it	1983-05-27	06/08/2020, 00:00:00	A-	Taliercio e figli	vmetella	909	CLVMTT49B49F017I		Dina Fabbri		(Decimal('-6.5100785'), Decimal('0.631902'))	100
moresimarco@virgilio.it		17 Mar 2021	AB+	Babbo, Sommaruga e Babato s.r.l.	mmalaparte	723	MGLZGL49E48I774O		Adriana Guinizzelli		(Decimal('-88.1835745'), Decimal('41.658144'))	750
russelljoseph@hotmail.com		23 Aug 2025	O-	Gray PLC	harveymichael	873	354-48-9519		Nicholas Woods		(Decimal('29.154092'), Decimal('3.187325'))	216
erios@yahoo.com.br		2023/02/20	A-	Moura	fariasdanilo	580	04276958300		Isabel Sampaio	Químico farmacêutico	(Decimal('-2.1079645'), Decimal('18.778646'))	429
nancywilson@gmail.com		10/18/2024, 00:00:00	B-	Garcia PLC	john86	1449	624-10-2921		Marc Larson	Medical illustrator	(Decimal('65.1107215'), Decimal('31.052427'))	210
elladiorastelli@hotmail.com	1956-09-01	16 Mar 2021	AB+	Fogazzaro, Chechi e Sollima SPA	gcamilleri	484	GLLGBL17T24A106Q		Dott. Federigo Battisti	Exercise physiologist	(Decimal('-22.202316'), Decimal('175.180046'))	2
satominakajima@gmail.com	1967-03-22	2022-01-12	AB-	有限会社中村保険	taichihashimoto	123	784-87-8311		小川 知実		(Decimal('-57.109336'), Decimal('24.027765'))	732
uschoenland@hotmail.de		14 Dec 2023	O-	Trüb GmbH	christineweinhold	412	075-44-2916		Marga Gnatz		(Decimal('28.5554005'), Decimal('-94.187571'))	604
hanako80@gmail.com	1995-07-25	2024/08/06	AB+	坂本電気有限会社	yamamotomai	550	265-14-7125		橋本 翔太		(Decimal('-21.187858'), Decimal('176.164967'))	626
mariahcirino@gmail.com	1962-03-10	2019/07/11	AB-	Machado - EI	andre84	979	03281546790		Dr. Heitor Mendes		(Decimal('-36.4413035'), Decimal('106.794147'))	107
rosariapagnotto@tele2.it	1947-01-11	25 Jan 2020	O-	Schiavo e figli	delfino05	776	FSCMRS80L30A485B		Annalisa Borghese-Ferrata		(Decimal('-66.758104'), Decimal('-126.309880'))	490
fhahn@yahoo.de	1931-10-30	03/08/2024, 00:00:00	B+	Reichmann AG	bachmannjanus	898	656-00-5065		Marica Mitschke B.A.		(Decimal('45.7688515'), Decimal('-37.029226'))	806
cheryljohnson@gmail.com		2018-10-08	O-	Turner, Miller and Davis	staceywalker	2055	385-30-6599		Angelica Erickson		(Decimal('-67.159226'), Decimal('-34.373426'))	695
da-mataluisa@uol.com.br		17 Sep 2024	A-	Cassiano	luigi23	352	01835694233		Benicio Albuquerque		(Decimal('-74.9407375'), Decimal('15.690428'))	756
bwatanabe@gmail.com	1994-03-11	07/16/2020, 00:00:00	O-	有限会社阿部保険	dyamashita	1692	343-13-2365		石川 陽子	アイドル	(Decimal('69.6924485'), Decimal('-121.223462'))	300
asuka43@yahoo.com	2013-04-13	2019/03/27	AB-	佐々木電気株式会社	reimori	769	407-30-3316		橋本 治		(Decimal('-50.7525435'), Decimal('-129.737801'))	384
kazuya76@gmail.com	1961-06-09	16 Nov 2021	O+	有限会社高橋電気	vsuzuki	1431	636-44-7758		岡田 洋介		(Decimal('26.9417755'), Decimal('-130.742232'))	815
rjesus@gmail.com	2010-08-19	2022-04-05	O-	Gonçalves S/A	camargobrayan	1944	93548267092		Sra. Ana Sophia da Mata		(Decimal('-32.769934'), Decimal('33.951906'))	98
catarina34@ig.com.br	2021-10-05	02 Feb 2021	O+	Fernandes - EI	duartehadassa	1041	79821460585		Jade Pastor		(Decimal('-16.848928'), Decimal('109.737583'))	301
giulia38@gmail.com	2017-01-18	2024-05-22	B-	Puglisi, Alfieri e Filogamo Group	colletticarlo	767	SNSGMR06B57D911C		Cassandra Versace		(Decimal('-11.2059775'), Decimal('-78.776871'))	258
tara05@gmail.com	1957-07-13	29 Sep 2022	B+	Deleon-Allen	christiangould	210	416-93-2345		Leah Franco	Holiday representative	(Decimal('2.002472'), Decimal('-40.408320'))	238
bonomopriscilla@libero.it		10 Aug 2022	AB-	Baggio, Ottino e Pennetta Group	enrico61	820	CCLDLS29L15D707B		Ludovico Montessori-Turchi		(Decimal('36.715334'), Decimal('59.316506'))	17
donatotoscani@gmail.com		05 Mar 2023	B+	Toscani-Gucci Group	morenaendrizzi	117	CNVLRT37S24A107Q		Maurilio Scamarcio		(Decimal('14.792219'), Decimal('-126.972351'))	180
psato@hotmail.com		2021-06-11	O-	橋本食品株式会社	yui22	1599	752-51-8798		吉田 真綾	検察官	(Decimal('35.6194225'), Decimal('-49.368680'))	425
cerickson@hotmail.com		2021/08/27	AB-	Thomas-Ellis	amberlyons	708	803-55-3837		Douglas Jacobs		(Decimal('-64.4353955'), Decimal('4.894073'))	720
ernst-dieterkoester@gmx.de	1946-12-08	2020/03/03	AB-	Eberth	egonbudig	1435	325-19-5667		Karl-Georg Ziegert		(Decimal('-66.2567015'), Decimal('173.386793'))	459
morgagnipina@outlook.com	1981-01-29	2018/11/22	AB+	Catalano SPA	lperuzzi	1343	CGUFDC66E06C654N		Dott. Bianca Fracci		(Decimal('-15.2545945'), Decimal('167.534161'))	728
hiroshi38@hotmail.com		05/31/2025, 00:00:00	A-	合同会社鈴木建設	ihayashi	1457	602-47-2619		木村 陽子			616
pletta@live.com	1963-04-12	04/02/2021, 00:00:00	O-	Cendron-Zampa e figli	ggolino	791	PNCSSN25L28L432X		Teresa Gelli		(Decimal('61.485782'), Decimal('3.454407'))	254
victoriaritter@aol.de		01/29/2021, 00:00:00	AB-	Conradi GmbH	halina25	2003	175-53-4698		Loretta Wulff		(Decimal('73.963075'), Decimal('176.531377'))	229
osamu62@gmail.com		2023/02/13	B+	山田通信有限会社	ayamazaki	473	560-31-8741		太田 直子	医師	(Decimal('-45.7725765'), Decimal('-130.068273'))	174
lara44@bol.com.br	1945-12-18	2022-12-18	O+	Cassiano	halves	1985	23856079130		Daniel Lima		(Decimal('32.4200355'), Decimal('-131.278875'))	120
fujitasotaro@hotmail.com		2019-03-21	B+	中村農林有限会社	xsuzuki	1753	428-29-9885		森 陽子		(Decimal('-81.099438'), Decimal('-15.437445'))	509
ylima@uol.com.br		2023/08/29	A-	Pastor Jesus - ME	sophia42	439	39810675259		Murilo Monteiro		(Decimal('-18.7031355'), Decimal('103.090580'))	105
stefaniagulotta@outlook.com		2020-12-04	B+	Pertile s.r.l.	vcalbo	73	TRTRFL13A57C554L		Maria Binaghi-Cheda		(Decimal('31.3358095'), Decimal('176.248958'))	449
joao-guilhermefreitas@uol.com.br	1958-06-01	12/11/2020, 00:00:00	AB+	Novaes Marques - EI	qcarvalho	615	62150789302		Raquel Cavalcanti		(Decimal('44.720043'), Decimal('130.486646'))	753
zirmenuray@gmx.de		09 Aug 2024	O+	Nette	jaekellia	75	123-66-9030		Ing. Jessika Striebitz B.Eng.	Binnenschiffer		268
schenkdaniele@aol.de	2000-01-16	2020-08-05	B-	Hoffmann	heribert76	1784	971-89-0417		Willfried Käster		(Decimal('56.5080675'), Decimal('-73.206139'))	440
yosuke57@yahoo.com		15 Feb 2019	B+	山田銀行有限会社	xendo	845	632-70-0631		中村 香織		(Decimal('40.5234905'), Decimal('-49.879505'))	302
thales56@hotmail.com	2002-01-25	12 Oct 2019	A+	Fonseca	vicente00	1902	26403189506		Benicio Ribeiro	Orientador educacional	(Decimal('-42.4402155'), Decimal('-58.520794'))	778
gotokyosuke@gmail.com		2020/01/18	B+	合同会社木村運輸	yoko48	726	458-76-4267		松本 くみ子	公務員	(Decimal('-30.082162'), Decimal('146.455333'))	531
jordan37@yahoo.com		02/05/2024, 00:00:00	O+	Lambert, Andrews and Mills	amandaanderson	842	748-85-4814		David Phillips			706
lopesigor@gmail.com		25 Feb 2024	O+	Garcia Ltda.	kamilly75	1463	83192564024		Alícia Pereira		(Decimal('59.842023'), Decimal('-171.927543'))	332
filippomascagni@gmail.com	1941-02-19	2023-09-07	A+	Serlupi SPA	imicca	1840	DSSMRN57R06M366X		Licia Luxardo	Computer games developer	(Decimal('10.1577915'), Decimal('-54.038114'))	691
mvarano@tele2.it	1960-09-30	2023-03-13	B+	Bajamonti, Pedersoli e Bellucci s.r.l.	qfalier	1118	NTNVTR95C20L396F		Salvi Carducci		(Decimal('46.788708'), Decimal('169.648288'))	440
orosselli@live.com		2019/04/17	O+	Montalcini, Torricelli e Cerutti Group	donatonistefani	699	PMTFRN34A66I256R		Pomponio Sforza		(Decimal('17.068593'), Decimal('-63.506304'))	529
tsubasa59@yahoo.com	1928-03-28	15 Apr 2020	B+	有限会社前田銀行	satomai	1025	740-95-1515		松本 くみ子		(Decimal('87.430964'), Decimal('126.283872'))	30
yamashitaosamu@yahoo.com	1970-03-13	19 Nov 2023	O-	有限会社小林通信	matsumotoyumiko	554	754-54-2932		渡辺 真綾			606
sgalambrobartolomeo@tiscali.it		03/07/2019, 00:00:00	A-	Marini, Ginese e Ravaglioli SPA	iannottiaria	945	QSMFLP49M45L928Q		Michelangelo Pareto-Russo		(Decimal('8.095893'), Decimal('-100.792130'))	32
alessiabernardi@yahoo.com	1939-12-25	08/03/2023, 00:00:00	A+	Sokolov s.r.l.	patrizia93	1954	FVTLVI80C51A710V		Rita Golino		(Decimal('-21.459252'), Decimal('-140.791401'))	356
donatobassi@tiscali.it		2023/11/03	AB+	Cerutti s.r.l.	cossigarocco	1883	CRSGLI50T61A468P		Livia Frescobaldi		(Decimal('67.7130565'), Decimal('13.905594'))	362
rosarialombardo@vodafone.it	2011-08-29	02 Jul 2021	O+	Mazzocchi, Falcone e Tartini e figli	gabriele59	1165	NTNDRD61E48F508C		Sig. Ottavio Grifeo		(Decimal('59.434506'), Decimal('-27.862003'))	45
haroldseidel@yahoo.de		2023-06-10	O+	Benthin GmbH	paul-heinzwaehner	2038	177-54-8130		Ing. Mariana Hethur		(Decimal('-29.400392'), Decimal('-111.250651'))	172
ortegarobert@gmail.com		2020/01/07	O+	Weber-Taylor	brianrobbins	213	511-40-9936		Audrey Caldwell		(Decimal('-43.690291'), Decimal('-100.569338'))	817
giosuedallape@libero.it		03 Nov 2019	O-	Fantoni-Maspero s.r.l.	madernaruggiero	583	GBRGRN76M23B515Z		Ivan Carli		(Decimal('-9.1900765'), Decimal('-137.013702'))	117
diethardwerner@yahoo.de	1938-09-22	08 Jan 2022	A-	Baum	davidstheobald	586	729-42-5734		Karlheinz Köster		(Decimal('-87.3190985'), Decimal('157.057792'))	231
cartermargaret@gmail.com	1968-07-18	2024-02-01	O-	Cross Group	karenryan	1772	267-91-0225		John Hill		(Decimal('38.8060745'), Decimal('-41.201629'))	788
atsushiyamaguchi@hotmail.com		2019-02-13	AB-	森ガス合同会社	yumikohasegawa	20	719-91-8582		木村 和也		(Decimal('16.7321625'), Decimal('-23.098806'))	116
wulfgaetano@gmx.de	1910-03-17	05/05/2019, 00:00:00	A-	Werner Pohl AG	kuehnertfrieder	2017	301-95-9951		Ottfried Thies	Programmierer	(Decimal('39.8701495'), Decimal('165.530487'))	523
xtanaka@gmail.com		2025-07-10	O-	石川鉱業合同会社	fsato	292	890-62-5012		石川 直子	行政書士	(Decimal('-67.5632565'), Decimal('-160.656247'))	796
yukisato@hotmail.com		09 Dec 2018	B-	中川水産合同会社	saitomiki	1652	634-69-9787		佐藤 香織	ゲームクリエイター	(Decimal('40.026851'), Decimal('-34.941349'))	404
yamazakiryohei@gmail.com	2003-11-08	2019/06/24	AB+	株式会社斎藤電気	asasaki	1673	534-62-6040		山田 裕美子		(Decimal('-13.8208305'), Decimal('-94.793396'))	214
hans-guenterboerner@yahoo.de	1982-01-07	09 Apr 2025	O-	Geisler Trommler e.G.	lbinner	1347	774-70-6295		Florence Tschentscher	Florist	(Decimal('-82.879070'), Decimal('-28.190333'))	451
satomisuzuki@gmail.com	2004-09-11	12 Oct 2022	B+	青木銀行有限会社	harukakobayashi	22	848-69-7816		村上 和也		(Decimal('-71.842368'), Decimal('-105.003046'))	501
galileiludovico@virgilio.it		31 Aug 2021	O-	Giannotti s.r.l.	mleonardi	252	SVRNTN80H66I072D		Sig.ra Sole Trombetta		(Decimal('-53.2178485'), Decimal('-31.066585'))	64
williamcontreras@gmail.com	2001-07-18	10 Feb 2022	A-	Taylor LLC	lford	4	548-15-7912		Susan Brewer	Tax inspector	(Decimal('26.998735'), Decimal('114.617839'))	532
jessica52@hotmail.com	1970-06-16	03 Mar 2025	A-	Chang, Brown and King	barry96	1251	663-12-5242		Zachary Meyer		(Decimal('46.190895'), Decimal('-129.947927'))	728
maedakyosuke@hotmail.com	1964-03-30	2024-04-18	A+	株式会社高橋電気	ginoue	931	064-33-5133		森 智也		(Decimal('52.436202'), Decimal('-121.884984'))	749
larsonkimberly@hotmail.com	1949-12-17	24 Mar 2025	B-	Shelton Group	wendymoore	614	207-29-1772		Keith Garcia		(Decimal('83.7477635'), Decimal('74.864588'))	781
tanyaferguson@yahoo.com	1973-05-10	03/31/2019, 00:00:00	B+	Reid, Jones and Adams	vanessa57	841	403-37-0185		Jose Carroll	Manufacturing systems engineer	(Decimal('78.5603755'), Decimal('1.354879'))	617
shafferalan@hotmail.com	1934-10-21	09/21/2024, 00:00:00	B-	Clarke Ltd	grantsamantha	867	895-59-2814		Anthony Anderson		(Decimal('38.0147665'), Decimal('17.065760'))	335
ahahn@gmx.de	2011-08-19	2025-09-04	O-	Langern Kostolzin GmbH & Co. KG	weinhageanne-kathrin	1712	352-77-0044		Frederic Dietz	Beamter	(Decimal('25.374792'), Decimal('-10.697434'))	198
alexandra88@gmail.com	1971-10-20	2024/12/24	B+	Tanner-Thomas	murphylarry	1483	204-66-2789		Ruben Solis		(Decimal('69.9265065'), Decimal('162.493833'))	156
wsato@yahoo.com		2023/07/24	B+	小川ガス合同会社	inouerei	222	615-16-6192		青木 裕樹		(Decimal('81.0082525'), Decimal('-125.011133'))	97
sakamotoakira@yahoo.com		2019-08-14	AB-	合同会社石井食品	hanako53	941	203-89-0976		三浦 陽一		(Decimal('46.6970035'), Decimal('107.088813'))	492
uwatanabe@gmail.com	1956-12-26	2024/07/04	B-	加藤水産有限会社	rnakagawa	1140	761-23-3118		渡辺 翼	映画監督	(Decimal('1.368617'), Decimal('72.173375'))	90
crystal73@gmail.com		2021-01-27	AB-	Robinson, Fitzpatrick and Bowers	mendezralph	492	665-15-5735		Angela Lam		(Decimal('73.0698275'), Decimal('101.737784'))	110
fariasrhavi@uol.com.br		07/03/2022, 00:00:00	B+	Novaes S/A	andrerios	1839	74320986547		Sra. Rafaela Nunes		(Decimal('15.211751'), Decimal('55.955140'))	26
suzukiyosuke@yahoo.com	1928-07-10	08/04/2023, 00:00:00	O-	鈴木通信合同会社	shohei41	1571	759-04-6466		藤原 稔	大学教授	(Decimal('68.5080945'), Decimal('158.087682'))	239
lpascarella@tin.it	1924-10-10	01/05/2019, 00:00:00	A+	Ramazzotti, Modugno e Boezio SPA	sebastiano78	1492	FLLBCC72L57I065F		Allegra Capone		(Decimal('-47.042604'), Decimal('-123.397401'))	563
rsantos@gmail.com	1939-08-29	01 Jan 2019	AB+	Phillips, Ramirez and Thompson	brownmary	1711	269-49-3653		Jacqueline Miles	Lexicographer	(Decimal('24.280099'), Decimal('-84.104185'))	775
uryan@hotmail.com	1985-11-13	19 Jun 2024	O+	Yang, Brooks and Wood	rosejoseph	1347	172-87-7058		Lisa Mills	Accounting technician	(Decimal('-59.012579'), Decimal('-91.069142'))	473
kanaaoki@yahoo.com	1939-04-12	2022/01/15	A-	株式会社斎藤電気	naokinakajima	612	405-75-7070		阿部 直子		(Decimal('-50.0803615'), Decimal('114.791481'))	342
pietropinto@yahoo.com.br	1966-08-18	10/28/2022, 00:00:00	AB-	Guerra	aguerra	552	26809345124		João Pedro da Mota		(Decimal('-43.3837535'), Decimal('-21.440267'))	775
rebeca25@uol.com.br	2023-10-23	2019-07-07	A-	Nunes	laisnogueira	428	10637594800		Catarina Correia	Tecnólogo em desenvolvimento social	(Decimal('-26.338784'), Decimal('-120.492458'))	227
michaelfrost@gmail.com	1927-03-10	2023-01-17	A+	Kennedy PLC	vasquezerica	1815	058-39-0213		Nicole Jackson	Armed forces logistics/support/administrative officer	(Decimal('-52.762263'), Decimal('89.631014'))	9
ashleymelissa@yahoo.com	2009-04-30	12 Jun 2020	AB+	Malone and Sons	xmitchell	656	250-46-4902		Dylan Cook	Designer, interior/spatial	(Decimal('25.9831155'), Decimal('52.468007'))	553
wdonati@gmail.com	1992-07-24	03/23/2023, 00:00:00	A+	Babato, Vezzali e Cabrini SPA	pastinelivio	468	BFFCLD50P69A794B		Rosina Bonanno-Garrone		(Decimal('86.3242325'), Decimal('-136.274523'))	29
joao-gabriel56@yahoo.com.br	1913-08-03	08/21/2020, 00:00:00	O+	Silva	joao-felipebarbosa	51	26450189711		Matteo Moura		(Decimal('-16.627854'), Decimal('-90.684598'))	636
momoko29@yahoo.com		2025/08/07	O-	斉藤ガス有限会社	yosuke04	681	610-59-7636		坂本 治			684
jerry36@hotmail.com	1943-02-27	2023/05/06	B+	Contreras Inc	callahanchristopher	1061	348-12-6702		Christopher Walton		(Decimal('-33.913537'), Decimal('144.219866'))	399
kmolina@hotmail.com		2023-06-16	A+	Hansen, Hill and Spence	kristyparsons	715	659-39-0367		Melissa Rivera		(Decimal('-6.946148'), Decimal('122.783664'))	113
luissanchez@yahoo.com		2022/05/16	A-	White-Washington	megan37	390	526-11-3459		David Cook		(Decimal('89.1351645'), Decimal('-163.180799'))	377
irmtraud95@yahoo.de	1914-12-30	06/07/2022, 00:00:00	AB+	Ruppert	kevin72	449	726-11-2939		Salvatore Stolze-Hermann		(Decimal('77.835164'), Decimal('-26.659101'))	828
hans-ulrich50@yahoo.de	1992-07-10	2018/11/02	O+	Aumann	reichmannjuergen	1295	791-32-8209		Josephine Klotz		(Decimal('-54.3115735'), Decimal('108.571951'))	757
ogawaryosuke@yahoo.com		03 Jul 2024	B-	佐藤運輸株式会社	kazuya96	394	512-97-1652		石井 京助		(Decimal('4.025943'), Decimal('50.137943'))	14
antonio81@gmail.com	1934-08-02	20 Sep 2022	B+	Cutuli, Nonis e Montanelli Group	gioffremarini	1454	BFFVNL24A16L448J		Ludovica Avogadro		(Decimal('-75.962578'), Decimal('8.487252'))	790
pedro-lucasmoura@uol.com.br		07/28/2024, 00:00:00	AB+	Camargo	jcamara	37	61290347840		Gael Guerra		(Decimal('38.723790'), Decimal('151.409484'))	154
isabellagomes@uol.com.br	1993-04-08	16 Apr 2019	B-	Borges	correiaotavio	131	60375829121		João Guilherme Barbosa		(Decimal('3.6293375'), Decimal('-36.230019'))	156
raimondodepero@vodafone.it	1938-08-19	17 Jun 2019	A+	Trebbi-Bocca Group	torquato90	1180	SLVDNI01E67F448F		Dott. Monica Maderna	Clinical embryologist	(Decimal('16.7695415'), Decimal('95.610095'))	382
alf79@aol.de	1936-05-29	07 Apr 2022	O+	Mies Möchlichen GmbH & Co. KG	gutetelse	802	636-85-9061		Ralf Finke	Fleischer	(Decimal('63.6529485'), Decimal('144.408430'))	218
mcorreia@gmail.com	1922-01-20	2019-07-30	O+	Mendonça	joao-felipemoraes	438	14956820305		Mateus Alves	Cabeleireiro	(Decimal('75.2802335'), Decimal('-100.629592'))	645
pastorcecilia@gmail.com	1926-05-29	08/03/2021, 00:00:00	A+	Caldeira Ltda.	albuquerquekaique	335	01938267478		Sra. Ana Rodrigues		(Decimal('-45.114299'), Decimal('28.873559'))	170
mascheronibeppe@live.com		05/15/2022, 00:00:00	B-	Broggini s.r.l.	enzio32	434	MRLGML97C65E450P		Dott. Teresa Polani	Equality and diversity officer	(Decimal('-27.7868555'), Decimal('153.522670'))	150
steveheinz@web.de	2005-07-17	2023-06-18	A+	Staude Meister GmbH & Co. OHG	liebeltmaya	766	107-94-4441		Prof. Edit Fritsch		(Decimal('6.7870485'), Decimal('170.141933'))	444
ceberth@yahoo.de		11/08/2021, 00:00:00	B-	Heidrich	elisabet01	1886	836-85-0181		Rosemarie Bolzmann-Kobelt		(Decimal('13.7712175'), Decimal('-111.618337'))	811
isabella79@ig.com.br		2019/06/09	B-	Pires Albuquerque S.A.	uaparecida	1297	93760581439		Caio Cavalcanti		(Decimal('79.188023'), Decimal('128.012713'))	824
romeo40@hotmail.it		2024/05/07	B-	Boezio-Agazzi e figli	paulina13	1003	MTTRAI46A25G561D		Olga Scandone		(Decimal('4.2570525'), Decimal('170.163937'))	60
sjopich@aol.de		05/31/2021, 00:00:00	AB+	Weimer	arthurkraus	1884	709-89-5728		Univ.Prof. Karlfried Schweitzer MBA.		(Decimal('-56.962111'), Decimal('-84.552606'))	205
hiroshiito@hotmail.com	1932-11-29	2020-02-28	B-	有限会社鈴木通信	asuka87	1241	474-79-7688		前田 桃子		(Decimal('-35.3238755'), Decimal('-2.379062'))	129
